5	125
56	42
64	83
9	125
9	625
17	84
8	83
5	125
17	83
25	667
18	41
8	83
2	83
13	83
8	83
2	83
29	83
8	84
2	84
8	84
7	83
8	84
5	84
8	42
5	83
25	83
18	83
13	83
29	42
32	83
32	83
512	1708
48	42
12	83
9	41
9	83
128	83
32	84
8	84
16	42
12	84
13	42
8	83
3	83
12	41
8	42
3	41
8	41
4	83
8	41
4	84
8	41
4	83
12	84
192	250
13	83
1	42
12	42
13	0
64	42
10	42
11	42
8	42
3	41
6	41
8	42
3	42
12	41
8	41
2	42
20	41
8	42
2	41
8	84
4	84
8	42
6	41
8	42
4	41
8	42
5	83
8	0
16	41
32	42
64	41
36	41
8	42
4	42
8	42
4	0
8	42
4	83
18	41
8	42
4	42
8	42
16	42
8	42
16	84
8	41
16	42
32	41
31	42
8	42
4	42
8	42
4	84
8	83
16	42
32	0
19	83
8	42
16	42
8	42
16	42
32	42
64	42
50	42
8	41
16	42
32	42
18	41
8	42
5	42
8	42
5	42
8	41
5	41
8	42
5	0
8	42
5	41
8	41
5	41
8	41
5	83
8	42
5	41
8	41
5	83
8	42
5	84
8	0
5	41
8	42
5	42
8	42
5	42
8	41
5	83
8	41
5	41
8	83
5	42
8	42
5	42
8	42
5	83
8	41
5	42
8	42
5	0
8	42
5	42
8	42
5	42
8	42
5	42
8	42
5	41
8	42
5	42
8	41
5	41
10	41
8	41
8	83
11	42
88	83
6	42
12	42
20	42
23	125
23	42
6	83
6	84
6	42
11	42
11	0
64	41
288	208
6	83
6	42
13	42
20	0
20	83
20	42
7	41
8	84
2	41
19	42
8	42
2	42
18	42
8	41
3	41
22	41
8	42
2	41
8	42
4	42
8	42
6	41
8	42
5	41
8	42
5	41
8	0
5	42
8	42
5	41
8	41
5	42
8	42
5	41
8	0
5	42
8	41
5	42
8	42
5	42
8	42
5	42
8	41
5	41
8	41
5	41
8	42
5	42
8	42
5	42
8	41
5	42
8	41
5	42
8	42
6	41
8	42
5	42
8	42
5	42
8	41
5	42
8	42
5	42
8	42
5	41
8	42
5	42
8	42
5	42
20	42
7	41
19	41
18	42
22	41
7	41
22	42
7	0
7	83
13	42
64	125
32	41
22	42
16	83
15	41
25	0
13	41
20	42
25	41
21	41
13	41
17	42
18	0
18	125
19	83
23	84
30	42
18	42
19	42
20	42
22	42
19	41
14	42
15	42
14	83
18	42
15	84
24	42
18	42
19	42
20	42
13	83
16	42
24	41
25	41
17	41
12	41
20	125
21	41
13	42
18	41
23	41
13	84
16	83
19	84
16	42
25	83
30	42
13	84
8	42
18	41
21	41
16	42
16	41
16	84
17	41
13	42
13	42
14	41
23	41
26	83
26	84
26	42
26	42
27	41
15	84
16	41
19	84
19	41
22	42
17	83
14	83
17	42
12	83
13	42
12	42
13	42
12	42
13	42
16	83
23	42
23	84
23	42
26	0
26	42
26	42
30	42
30	83
30	41
20	42
19	42
22	84
22	41
25	41
17	83
17	42
20	42
20	0
20	41
24	42
24	83
24	42
16	84
21	83
16	83
25	41
16	84
22	42
17	41
15	42
23	42
17	41
27	42
21	42
11	42
23	41
26	42
26	42
22	83
25	42
25	41
21	84
24	83
24	42
16	83
21	41
16	83
25	42
16	42
22	41
17	42
15	42
13	42
17	42
27	42
21	42
12	42
12	83
13	42
19	41
20	42
14	42
15	42
10	83
27	41
27	83
11	84
18	42
26	83
13	42
21	41
22	0
34	42
37	42
13	42
14	41
15	42
25	0
23	41
24	42
36	42
39	0
34	41
46	41
49	42
20	83
30	42
24	41
33	42
36	41
30	42
39	0
9	42
26	83
26	41
10	42
23	42
11	42
18	41
23	41
12	42
9	42
8	42
25	42
30	41
24	42
26	42
21	42
23	42
23	250
23	83
26	41
12	84
13	42
18	41
22	41
13	41
19	42
14	42
14	42
24	42
18	42
17	41
24	42
33	41
18	41
26	42
33	42
31	41
19	42
28	42
26	42
23	42
22	42
21	42
20	42
16	84
14	42
25	41
23	42
20	42
19	41
24	41
28	42
31	41
21	83
24	84
24	83
15	83
13	42
11	0
14	41
12	42
19	42
22	42
38	42
28	42
25	42
28	41
28	42
18	42
16	42
16	42
14	41
24	42
22	84
19	42
30	42
28	41
25	83
24	42
43	41
33	42
34	42
17	42
20	41
20	41
23	42
14	42
19	0
20	42
24	41
